Nombre,Plataforma,Lanzamiento,Genero,V_NA,V_EU,V_JP,V_Otros,V_Global,Score,ESRB,Exito
Namco Museum Battle Collection,PSP,2005,Misc,0.75,0.18,0.0,0.16,1.08,73.0,E10+,1
The Bible Game,XB,2005,Misc,0.03,0.01,0.0,0.0,0.05,60.0,E,0
Bubble Bobble Revolution,DS,2005,Puzzle,0.04,0.0,0.0,0.0,0.05,38.0,E,0
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,0.19,0.05,0.0,0.01,0.24,81.0,T,0
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,0.54,0.33,0.01,0.22,1.09,68.0,T,1
Bomberman,DS,2005,Puzzle,0.1,0.01,0.03,0.01,0.15,75.0,E,0
Fantastic 4,GC,2005,Action,0.19,0.05,0.0,0.01,0.24,61.0,T,0
Tony Hawk's American Sk8land,GBA,2005,Sports,0.17,0.06,0.0,0.0,0.24,64.0,E,0
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,0.68,0.38,0.0,0.05,1.11,94.0,M,1
Kingdom of Paradise,PSP,2005,Role-Playing,0.14,0.0,0.0,0.01,0.15,72.0,T,0
Operation Flashpoint: Elite,XB,2005,Shooter,0.03,0.01,0.0,0.0,0.04,64.0,T,0
Killer7,GC,2005,Action,0.12,0.03,0.0,0.0,0.15,74.0,M,0
Super Princess Peach,DS,2005,Platform,0.7,0.05,0.21,0.07,1.03,75.0,E,1
Indigo Prophecy,PS2,2005,Adventure,0.07,0.06,0.0,0.02,0.15,83.0,M,0
SoulCalibur III,PS2,2005,Fighting,0.74,0.15,0.13,0.05,1.07,86.0,T,1
MX vs. ATV Unleashed,PS2,2005,Racing,0.86,0.03,0.0,0.14,1.03,79.0,E,1
Need for Speed: Most Wanted,XB,2005,Racing,0.53,0.46,0.0,0.05,1.04,83.0,T,1
Frogger: Ancient Shadow,GC,2005,Platform,0.04,0.01,0.0,0.0,0.05,54.0,E,0
MLB,PSP,2005,Sports,0.23,0.0,0.0,0.02,0.24,80.0,E,0
Forza Motorsport,XB,2005,Racing,0.52,0.51,0.0,0.02,1.05,92.0,E,1
Raze's Hell,XB,2005,Shooter,0.04,0.01,0.0,0.0,0.05,71.0,M,0
Super Monkey Ball Deluxe,PS2,2005,Misc,0.12,0.09,0.0,0.03,0.24,78.0,E,0
TimeSplitters: Future Perfect,PS2,2005,Shooter,0.12,0.09,0.0,0.03,0.24,84.0,M,0
DK: King of Swing,GBA,2005,Platform,0.17,0.06,0.0,0.0,0.24,70.0,E,0
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,0.04,0.01,0.0,0.0,0.05,72.0,M,0
NBA Street V3,PS2,2005,Sports,0.52,0.41,0.0,0.14,1.06,89.0,E,1
Musashi: Samurai Legend,PS2,2005,Role-Playing,0.07,0.06,0.0,0.02,0.15,64.0,T,0
World Tour Soccer,PSP,2005,Sports,0.1,0.63,0.0,0.34,1.07,70.0,E,1
FIFA 06: Road to FIFA World Cup,X360,2005,Sports,0.11,0.02,0.01,0.01,0.15,62.0,E,0
Harvest Moon: Magical Melody,GC,2005,Simulation,0.19,0.05,0.0,0.01,0.24,83.0,E,0
Medal of Honor European Assault,GC,2005,Shooter,0.19,0.05,0.0,0.01,0.25,71.0,T,0
Digimon World 4,XB,2005,Role-Playing,0.02,0.01,0.0,0.0,0.03,54.0,E,0
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,0.01,0.01,0.0,0.0,0.03,66.0,T,0
Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,1.47,1.39,0.03,0.43,3.32,60.0,T,1
Playboy: The Mansion,PS2,2005,Simulation,0.1,0.08,0.0,0.03,0.2,59.0,M,0
Top Gear RPM Tuning,XB,2005,Racing,0.01,0.0,0.0,0.0,0.02,45.0,T,0
Tiger Woods PGA Tour 06,PSP,2005,Sports,0.18,0.0,0.0,0.01,0.2,80.0,E,0
Juiced,XB,2005,Racing,0.13,0.04,0.0,0.01,0.18,68.0,T,0
Star Wars: Battlefront II,PS2,2005,Shooter,2.18,1.02,0.03,0.37,3.59,84.0,T,1
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,0.1,0.08,0.0,0.03,0.2,53.0,E10+,0
Resident Evil 4,PS2,2005,Action,2.08,0.83,0.46,0.25,3.62,96.0,M,1
Predator: Concrete Jungle,PS2,2005,Action,0.1,0.07,0.0,0.03,0.2,47.0,M,0
Big Mutha Truckers 2,PS2,2005,Racing,0.1,0.07,0.0,0.03,0.2,51.0,M,0
Burnout Legends,DS,2005,Racing,0.15,0.02,0.0,0.01,0.18,38.0,E,0
Armored Core: Last Raven,PS2,2005,Simulation,0.05,0.04,0.08,0.01,0.18,59.0,T,0
Tekken 5,PS2,2005,Fighting,0.93,1.94,0.31,0.7,3.87,88.0,T,1
The Incredibles: Rise of the Underminer,PC,2005,Action,0.01,0.0,0.0,0.0,0.02,65.0,E10+,0
Midnight Club 3: DUB Edition,PSP,2005,Racing,1.65,1.21,0.0,0.79,3.65,74.0,E10+,1
Kao the Kangaroo Round 2,GC,2005,Platform,0.01,0.0,0.0,0.0,0.02,57.0,E,0
Sonic Rush,DS,2005,Platform,1.21,1.56,0.06,0.29,3.12,82.0,E,1
Ridge Racer 6,X360,2005,Racing,0.1,0.02,0.07,0.01,0.2,74.0,E,0
Dead to Rights II,PS2,2005,Shooter,0.1,0.08,0.0,0.03,0.2,51.0,M,0
Motocross Mania 3,XB,2005,Racing,0.01,0.0,0.0,0.0,0.02,38.0,T,0
Pump It Up: Exceed,XB,2005,Misc,0.01,0.0,0.0,0.0,0.02,74.0,T,0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,0.01,0.0,0.0,0.0,0.02,57.0,E10+,0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,0.15,0.04,0.0,0.01,0.2,72.0,T,0
Starship Troopers,PC,2005,Shooter,0.0,0.02,0.0,0.0,0.02,46.0,M,0
TMNT: Mutant Melee,XB,2005,Fighting,0.01,0.0,0.0,0.0,0.02,43.0,T,0
Heroes of the Pacific,PC,2005,Simulation,0.0,0.02,0.0,0.0,0.02,76.0,T,0
The Suffering: Ties That Bind,PS2,2005,Action,0.09,0.07,0.0,0.02,0.17,75.0,M,0
Rainbow Islands Revolution,DS,2005,Platform,0.01,0.0,0.0,0.0,0.02,54.0,E,0
Namco Museum: 50th Anniversary,GBA,2005,Misc,0.14,0.05,0.0,0.0,0.2,60.0,E,0
Red Ninja: End of Honor,XB,2005,Action,0.01,0.0,0.0,0.0,0.02,46.0,M,0
From Russia With Love,XB,2005,Action,0.15,0.04,0.0,0.01,0.2,71.0,T,0
Namco Museum: 50th Anniversary,XB,2005,Misc,0.13,0.04,0.0,0.01,0.18,62.0,E10+,0
EyeToy: Kinetic,PS2,2005,Sports,0.09,0.07,0.0,0.02,0.17,78.0,E,0
Call Of Duty 2: Big Red One,PS2,2005,Shooter,1.48,0.92,0.01,0.26,2.67,77.0,T,1
Charlie and the Chocolate Factory,GC,2005,Adventure,0.14,0.04,0.0,0.0,0.18,39.0,E,0
Namco Museum: 50th Anniversary,PS2,2005,Misc,2.08,1.35,0.0,0.54,3.98,61.0,E10+,1
Gauntlet: Seven Sorrows,XB,2005,Role-Playing,0.14,0.04,0.0,0.01,0.18,61.0,T,0
Big Brain Academy,DS,2005,Misc,1.66,2.75,1.6,0.62,6.62,74.0,E,1
NARC,XB,2005,Shooter,0.14,0.04,0.0,0.01,0.18,51.0,M,0
Grand Theft Auto: Liberty City Stories,PSP,2005,Action,2.9,2.81,0.24,1.73,7.69,88.0,M,1
Conflict: Global Terror,PS2,2005,Shooter,0.09,0.07,0.0,0.02,0.19,62.0,M,0
Death Jr.,PSP,2005,Platform,0.17,0.0,0.0,0.01,0.19,61.0,T,0
Serious Sam II,PC,2005,Shooter,0.0,0.01,0.0,0.0,0.01,74.0,M,0
Close Combat: First to Fight,XB,2005,Shooter,0.14,0.04,0.0,0.01,0.18,69.0,T,0
Animal Crossing: Wild World,DS,2005,Simulation,2.5,3.45,5.33,0.86,12.13,86.0,E,1
Rise of the Kasai,PS2,2005,Action,0.09,0.07,0.0,0.02,0.19,68.0,M,0
Brain Age 2: More Training in Minutes a Day,DS,2005,Puzzle,3.43,5.35,5.32,1.18,15.29,77.0,E,1
Brain Age: Train Your Brain in Minutes a Day,DS,2005,Misc,4.74,9.2,4.16,2.04,20.15,77.0,E,1
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,0.09,0.07,0.0,0.02,0.19,68.0,E10+,0
Mario Kart DS,DS,2005,Racing,9.71,7.47,4.13,1.9,23.21,91.0,E,1
Samurai Warriors: State of War,PSP,2005,Action,0.07,0.0,0.11,0.01,0.18,64.0,T,0
Dragon Booster,DS,2005,Shooter,0.02,0.0,0.0,0.0,0.02,33.0,E,0
Aeon Flux,XB,2005,Action,0.01,0.0,0.0,0.0,0.01,69.0,T,0
Codename: Panzers Phase Two,PC,2005,Strategy,0.0,0.01,0.0,0.0,0.01,80.0,T,0
Sniper Elite,PS2,2005,Shooter,0.1,0.07,0.0,0.02,0.19,76.0,M,0
Harry Potter and the Goblet of Fire,PSP,2005,Action,0.17,0.0,0.0,0.02,0.19,70.0,E10+,0
Sniper Elite,PC,2005,Shooter,0.0,0.01,0.0,0.0,0.02,76.0,M,0
FIFA Soccer 06,PS2,2005,Sports,0.78,2.55,0.04,0.84,4.21,80.0,E,1
Kao the Kangaroo Round 2,PS2,2005,Platform,0.01,0.01,0.0,0.0,0.02,58.0,E,0
Kingdom Hearts II,PS2,2005,Role-Playing,2.2,0.58,1.38,0.17,4.33,87.0,E10+,1
LifeSigns: Surgical Unit,DS,2005,Simulation,0.01,0.01,0.0,0.0,0.01,61.0,T,0
Need for Speed: Most Wanted,PS2,2005,Racing,2.03,1.79,0.08,0.47,4.37,82.0,T,1
Gun,GC,2005,Shooter,0.14,0.04,0.0,0.0,0.18,77.0,M,0
Shadow The Hedgehog,XB,2005,Platform,0.13,0.04,0.0,0.01,0.18,49.0,E10+,0
Space Invaders Revolution,DS,2005,Shooter,0.01,0.0,0.0,0.0,0.01,49.0,E,0
Madden NFL 06,PS2,2005,Sports,3.98,0.26,0.01,0.66,4.91,88.0,E,1
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,0.16,0.01,0.0,0.02,0.19,56.0,T,0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,0.15,0.01,0.0,0.01,0.18,65.0,E10+,0
God of War,PS2,2005,Action,2.71,1.29,0.02,0.43,4.45,94.0,M,1
Guild Wars,PC,2005,Role-Playing,0.03,0.0,0.0,0.0,0.03,89.0,T,0
True Crime: New York City,GC,2005,Action,0.13,0.03,0.0,0.0,0.17,59.0,M,0
Kao Challengers,PSP,2005,Platform,0.02,0.0,0.0,0.0,0.02,57.0,E,0
Animaniacs: The Great Edgar Hunt,GC,2005,Platform,0.02,0.01,0.0,0.0,0.03,65.0,E,0
NHL 2K6,XB,2005,Sports,0.16,0.05,0.0,0.01,0.21,83.0,E10+,0
50 Cent: Bulletproof,PS2,2005,Action,0.85,0.76,0.0,0.16,1.77,47.0,M,1
D1 Professional Drift Grand Prix Series,PS2,2005,Racing,0.01,0.01,0.0,0.0,0.03,45.0,E10+,0
World Poker Tour,PS2,2005,Misc,0.1,0.08,0.0,0.03,0.21,60.0,T,0
MVP Baseball,PSP,2005,Sports,0.2,0.0,0.0,0.02,0.21,67.0,E,0
The King of Fighters 02/03,XB,2005,Fighting,0.02,0.01,0.0,0.0,0.03,76.0,T,0
Tony Hawk's American Sk8land,DS,2005,Sports,0.19,0.0,0.0,0.02,0.21,84.0,E,0
Frogger: Ancient Shadow,XB,2005,Platform,0.02,0.01,0.0,0.0,0.03,47.0,E,0
Pac-Man World 3,PS2,2005,Platform,0.1,0.08,0.0,0.03,0.21,63.0,E,0
Madden NFL 06,XB,2005,Sports,1.75,0.03,0.0,0.08,1.86,86.0,E,1
Darkwatch,XB,2005,Shooter,0.16,0.05,0.0,0.01,0.21,75.0,M,0
Grand Theft Auto: San Andreas,XB,2005,Action,1.26,0.61,0.0,0.09,1.95,93.0,AO,1
Metal Saga,PS2,2005,Role-Playing,0.01,0.01,0.0,0.0,0.03,62.0,T,0
NCAA Football 06,PS2,2005,Sports,1.53,0.05,0.0,0.25,1.84,87.0,E,1
SSX On Tour,GC,2005,Sports,0.13,0.03,0.0,0.0,0.17,80.0,E,0
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,0.03,0.0,0.0,0.0,0.03,47.0,T,0
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,1.22,0.34,0.04,0.1,1.69,82.0,M,1
Pursuit Force,PSP,2005,Racing,0.14,0.01,0.0,0.01,0.16,75.0,T,0
Sid Meier's Civilization IV,PC,2005,Strategy,0.02,0.12,0.0,0.03,0.16,94.0,E10+,0
Super Mario Strikers,GC,2005,Sports,0.98,0.38,0.2,0.04,1.61,76.0,E,1
Shrek SuperSlam,GC,2005,Action,0.17,0.04,0.0,0.01,0.22,70.0,E10+,0
Empire Earth II,PC,2005,Strategy,0.0,0.03,0.0,0.0,0.03,79.0,T,0
Pac-Man World 3,DS,2005,Platform,0.15,0.0,0.0,0.01,0.17,44.0,E,0
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,0.01,0.01,0.0,0.0,0.03,48.0,E10+,0
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,0.96,0.12,0.54,0.04,1.66,72.0,T,1
Virtual Pool: Tournament Edition,XB,2005,Sports,0.02,0.01,0.0,0.0,0.03,62.0,E,0
Star Wars: Battlefront II,XB,2005,Shooter,1.22,0.39,0.0,0.06,1.67,83.0,T,1
Popeye: Rush for Spinach,GBA,2005,Platform,0.02,0.01,0.0,0.0,0.03,48.0,E,0
Namco Museum: 50th Anniversary,GC,2005,Misc,0.17,0.04,0.0,0.01,0.21,60.0,E10+,0
NBA,PSP,2005,Sports,0.2,0.0,0.0,0.02,0.21,57.0,E,0
Resident Evil 4,GC,2005,Action,0.98,0.42,0.22,0.06,1.69,96.0,M,1
Atomic Betty,GBA,2005,Puzzle,0.02,0.01,0.0,0.0,0.03,62.0,E,0
Chicago Enforcer,XB,2005,Shooter,0.02,0.0,0.0,0.0,0.02,33.0,M,0
SWAT 4,PC,2005,Shooter,0.0,0.02,0.0,0.0,0.03,85.0,M,0
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,1.15,0.04,0.83,0.0,2.02,62.0,E,1
Falcon 4.0: Allied Force,PC,2005,Simulation,0.0,0.02,0.0,0.0,0.02,90.0,T,0
GT Legends,PC,2005,Racing,0.0,0.02,0.0,0.0,0.02,84.0,E,0
Dragon Ball Z: Sagas,GC,2005,Fighting,0.16,0.04,0.0,0.01,0.21,48.0,T,0
MX World Tour Featuring Jamie Little,PS2,2005,Racing,0.08,0.07,0.0,0.02,0.17,52.0,E,0
Zathura,XB,2005,Adventure,0.02,0.0,0.0,0.0,0.02,48.0,E10+,0
Iron Phoenix,XB,2005,Fighting,0.02,0.0,0.0,0.0,0.02,58.0,T,0
ScrapLand,XB,2005,Action,0.02,0.0,0.0,0.0,0.02,73.0,T,0
Guitar Hero,PS2,2005,Misc,1.67,0.61,0.03,0.07,2.38,91.0,T,1
NCAA March Madness 06,XB,2005,Sports,0.15,0.04,0.0,0.01,0.2,76.0,E,0
Indigo Prophecy,PC,2005,Adventure,0.0,0.02,0.0,0.0,0.02,85.0,M,0
Quake 4,PC,2005,Shooter,0.0,0.02,0.0,0.0,0.02,81.0,M,0
Fight Night Round 2,GC,2005,Fighting,0.13,0.03,0.0,0.0,0.17,87.0,T,0
SBK: Snowboard Kids,DS,2005,Sports,0.02,0.0,0.0,0.0,0.02,63.0,E,0
The Con,PSP,2005,Fighting,0.18,0.0,0.0,0.02,0.2,63.0,T,0
Suikoden Tactics,PS2,2005,Strategy,0.06,0.05,0.07,0.02,0.2,68.0,T,0
Dungeon Siege II,PC,2005,Role-Playing,0.0,0.02,0.0,0.0,0.03,80.0,M,0
Tak: The Great Juju Challenge,GBA,2005,Platform,0.12,0.05,0.0,0.0,0.17,52.0,E,0
Evil Dead: Regeneration,PS2,2005,Action,0.1,0.08,0.0,0.03,0.21,68.0,M,0
Call of Duty 2,X360,2005,Shooter,1.82,0.04,0.01,0.16,2.03,89.0,T,1
Cold War,XB,2005,Shooter,0.02,0.01,0.0,0.0,0.02,60.0,T,0
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,0.71,1.02,0.0,0.31,2.04,82.0,T,1
Beat Down: Fists of Vengeance,PS2,2005,Action,0.04,0.03,0.09,0.01,0.17,48.0,M,0
World Series of Poker,PSP,2005,Misc,0.19,0.0,0.0,0.02,0.21,37.0,E10+,0
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,1.77,0.12,0.02,0.17,2.07,72.0,E10+,1
Tiger Woods PGA Tour,PSP,2005,Sports,0.19,0.0,0.0,0.02,0.21,78.0,E,0
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,0.02,0.01,0.0,0.0,0.02,56.0,E,0
Star Wars: Battlefront II,PC,2005,Shooter,0.02,0.13,0.0,0.02,0.17,78.0,T,0
Devil May Cry 3: Dante's Awakening,PS2,2005,Action,0.99,0.63,0.29,0.19,2.09,84.0,M,1
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,0.02,0.01,0.0,0.0,0.02,66.0,E10+,0
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,0.02,0.01,0.0,0.0,0.02,71.0,M,0
Project: Snowblind,PS2,2005,Action,0.1,0.08,0.0,0.03,0.21,78.0,T,0
Batman Begins,GBA,2005,Action,0.12,0.05,0.0,0.0,0.17,61.0,E10+,0
Batman Begins,XB,2005,Action,0.16,0.04,0.0,0.01,0.21,65.0,T,0
Legend of Kay,PS2,2005,Action,0.03,0.02,0.0,0.01,0.05,72.0,E10+,0
Cold Winter,PS2,2005,Shooter,0.06,0.04,0.0,0.01,0.11,73.0,M,0
Myst IV: Revelation,XB,2005,Adventure,0.04,0.01,0.0,0.0,0.05,75.0,T,0
Need for Speed: Most Wanted,GC,2005,Racing,0.43,0.11,0.0,0.02,0.56,80.0,T,0
True Crime: New York City,XB,2005,Action,0.21,0.06,0.0,0.01,0.28,60.0,M,0
Battlefield 2: Modern Combat,XB,2005,Shooter,0.39,0.15,0.0,0.02,0.56,80.0,T,0
Spider-Man 2,PSP,2005,Action,0.35,0.21,0.0,0.14,0.7,67.0,T,0
Jade Empire,XB,2005,Role-Playing,0.48,0.19,0.0,0.03,0.7,89.0,M,0
Fatal Frame III: The Tormented,PS2,2005,Action,0.04,0.03,0.0,0.01,0.08,78.0,M,0
Madagascar,XB,2005,Platform,0.21,0.06,0.0,0.01,0.28,71.0,E10+,0
Ape Escape: On the Loose,PSP,2005,Platform,0.52,0.0,0.12,0.05,0.7,66.0,E,0
Classic Action: Devilish,DS,2005,Misc,0.06,0.0,0.0,0.0,0.07,40.0,T,0
Disney's Chicken Little,GBA,2005,Platform,0.5,0.18,0.0,0.01,0.7,71.0,E,0
Midway Arcade Treasures 3,GC,2005,Misc,0.05,0.01,0.0,0.0,0.07,65.0,E,0
Halo 2 Multiplayer Map Pack,XB,2005,Shooter,0.54,0.13,0.0,0.02,0.69,89.0,M,0
Mortal Kombat: Shaolin Monks,PS2,2005,Action,0.58,0.02,0.0,0.09,0.69,77.0,M,0
Prince of Persia: The Two Thrones,PS2,2005,Action,0.57,0.02,0.0,0.09,0.68,85.0,M,0
Battlefield 2,PC,2005,Shooter,0.0,0.07,0.0,0.01,0.08,91.0,T,0
Dynasty Warriors 5: Xtreme Legends,PS2,2005,Action,0.11,0.08,0.35,0.03,0.57,57.0,T,0
Madden NFL 06,GC,2005,Sports,0.44,0.11,0.0,0.02,0.57,86.0,E,0
FIFA Soccer 06,XB,2005,Sports,0.29,0.38,0.0,0.01,0.68,80.0,E,0
Fable: The Lost Chapters,PC,2005,Role-Playing,0.01,0.05,0.0,0.01,0.07,83.0,M,0
TimeSplitters: Future Perfect,GC,2005,Shooter,0.06,0.02,0.0,0.0,0.08,82.0,M,0
Spartan: Total Warrior,GC,2005,Action,0.05,0.01,0.0,0.0,0.07,73.0,M,0
Real Time Conflict: Shogun Empires,DS,2005,Strategy,0.06,0.0,0.0,0.0,0.07,35.0,E10+,0
Star Wars: Republic Commando,XB,2005,Shooter,0.48,0.17,0.0,0.02,0.67,78.0,T,0
Colosseum: Road to Freedom,PS2,2005,Role-Playing,0.03,0.03,0.0,0.01,0.07,56.0,M,0
Tales of the Abyss,PS2,2005,Role-Playing,0.0,0.0,0.57,0.0,0.57,78.0,T,0
NHL 06,GC,2005,Sports,0.06,0.02,0.0,0.0,0.08,78.0,E10+,0
ATV Offroad Fury: Blazin' Trails,PSP,2005,Racing,0.53,0.0,0.0,0.04,0.57,63.0,E,0
Batman Begins,PS2,2005,Action,0.27,0.21,0.0,0.07,0.56,64.0,T,0
Major League Baseball 2K5,XB,2005,Sports,0.52,0.02,0.0,0.02,0.56,81.0,E,0
Midnight Club 3: DUB Edition,XB,2005,Racing,0.61,0.1,0.0,0.03,0.74,84.0,E10+,0
Frogger: Helmet Chaos,DS,2005,Platform,0.06,0.0,0.0,0.0,0.06,69.0,E,0
Drakengard 2,PS2,2005,Role-Playing,0.06,0.05,0.0,0.02,0.13,58.0,M,0
Exit,PSP,2005,Puzzle,0.07,0.0,0.0,0.01,0.08,77.0,E,0
NanoBreaker,PS2,2005,Action,0.03,0.02,0.0,0.01,0.06,51.0,M,0
World Poker Tour,XB,2005,Misc,0.05,0.01,0.0,0.0,0.06,63.0,T,0
Jak X: Combat Racing,PS2,2005,Racing,0.45,0.02,0.0,0.07,0.55,76.0,T,0
187: Ride or Die,XB,2005,Racing,0.05,0.01,0.0,0.0,0.06,51.0,M,0
Mega Man Anniversary Collection,XB,2005,Platform,0.1,0.03,0.0,0.0,0.13,80.0,E,0
Outlaw Tennis,PS2,2005,Sports,0.04,0.03,0.0,0.01,0.08,67.0,M,0
Ultimate Spider-Man,PS2,2005,Action,0.6,0.02,0.0,0.1,0.72,74.0,T,0
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,0.1,0.04,0.0,0.0,0.14,71.0,E10+,0
Gunstar Super Heroes,GBA,2005,Shooter,0.05,0.02,0.0,0.0,0.07,83.0,E10+,0
Smart Bomb,PSP,2005,Puzzle,0.07,0.0,0.0,0.01,0.08,45.0,E10+,0
Hello Kitty: Roller Rescue,GC,2005,Action,0.06,0.02,0.0,0.0,0.08,64.0,E,0
Disney's Kim Possible: Kimmunicator,DS,2005,Platform,0.11,0.01,0.0,0.01,0.13,61.0,E,0
Metal Gear Solid 3: Subsistence,PS2,2005,Action,0.34,0.01,0.15,0.06,0.55,94.0,M,0
Kirby: Canvas Curse,DS,2005,Platform,0.36,0.0,0.32,0.03,0.72,86.0,E,0
Dead to Rights: Reckoning,PSP,2005,Shooter,0.12,0.0,0.0,0.01,0.13,54.0,M,0
Karaoke Revolution Party,XB,2005,Misc,0.05,0.01,0.0,0.0,0.07,80.0,E10+,0
The King of Fighters 02/03,PS2,2005,Fighting,0.03,0.03,0.0,0.01,0.07,73.0,T,0
Archer Maclean's Mercury,PSP,2005,Puzzle,0.17,0.24,0.0,0.14,0.56,75.0,E,0
Shin Megami Tensei: Digital Devil Saga 2,PS2,2005,Role-Playing,0.04,0.03,0.0,0.01,0.08,82.0,M,0
Full Spectrum Warrior,PS2,2005,Strategy,0.15,0.11,0.0,0.04,0.3,74.0,M,0
Disney's Chicken Little,XB,2005,Platform,0.1,0.03,0.0,0.0,0.14,68.0,E10+,0
Doom 3: Resurrection of Evil,XB,2005,Shooter,0.53,0.15,0.0,0.03,0.71,77.0,M,0
Pac-Pix,DS,2005,Puzzle,0.16,0.0,0.1,0.01,0.27,71.0,E,0
Madagascar,GC,2005,Platform,0.52,0.13,0.0,0.02,0.66,70.0,E10+,0
Far Cry Instincts,XB,2005,Shooter,0.32,0.24,0.0,0.02,0.57,85.0,M,0
Need for Speed: Most Wanted,PC,2005,Racing,0.02,0.23,0.0,0.04,0.29,82.0,T,0
The Hustle: Detroit Streets,PSP,2005,Sports,0.07,0.0,0.0,0.01,0.07,51.0,T,0
Tony Hawk's American Wasteland,XB,2005,Sports,0.4,0.2,0.0,0.03,0.62,77.0,T,0
In The Groove,PS2,2005,Misc,0.04,0.03,0.0,0.01,0.07,72.0,E,0
Evil Dead: Regeneration,XB,2005,Action,0.06,0.02,0.0,0.0,0.08,66.0,M,0
Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,0.12,0.0,0.0,0.01,0.13,28.0,T,0
Half-Life 2,XB,2005,Shooter,0.37,0.21,0.0,0.03,0.61,90.0,M,0
PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,0.07,0.0,0.0,0.01,0.08,69.0,E,0
"Sakura Wars: So Long, My Love",PS2,2005,Role-Playing,0.07,0.05,0.15,0.02,0.29,81.0,T,0
Area 51,XB,2005,Shooter,0.22,0.06,0.0,0.01,0.29,72.0,M,0
Final Fantasy IV Advance,GBA,2005,Role-Playing,0.27,0.1,0.22,0.01,0.61,85.0,E10+,0
Harry Potter and the Goblet of Fire,GBA,2005,Action,0.44,0.16,0.0,0.01,0.61,71.0,E,0
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,0.04,0.03,0.0,0.01,0.08,71.0,E,0
Shadow The Hedgehog,PS2,2005,Platform,0.5,0.02,0.0,0.08,0.6,45.0,E10+,0
World Championship Poker: Deluxe Series,DS,2005,Misc,0.07,0.0,0.0,0.01,0.08,67.0,E,0
Fight Night Round 2,XB,2005,Fighting,0.42,0.16,0.0,0.02,0.6,88.0,T,0
Retro Atari Classics,DS,2005,Misc,0.12,0.0,0.0,0.01,0.13,51.0,E,0
Need for Speed Underground 2,DS,2005,Racing,0.11,0.02,0.0,0.01,0.13,65.0,E,0
Urban Reign,PS2,2005,Action,0.04,0.03,0.0,0.01,0.08,60.0,T,0
Ys: The Ark of Napishtim,PS2,2005,Role-Playing,0.07,0.05,0.0,0.02,0.13,72.0,T,0
X-Men Legends II: Rise of Apocalypse,PSP,2005,Role-Playing,0.25,0.01,0.0,0.02,0.29,84.0,T,0
Trace Memory,DS,2005,Adventure,0.15,0.01,0.12,0.01,0.29,70.0,T,0
Silent Hunter III,PC,2005,Simulation,0.0,0.07,0.0,0.01,0.08,90.0,T,0
Heroes of the Pacific,PS2,2005,Simulation,0.14,0.11,0.0,0.04,0.29,76.0,T,0
Ford Mustang: The Legend Lives,PS2,2005,Racing,0.14,0.11,0.0,0.04,0.29,58.0,E,0
Pac-Man World 3,PSP,2005,Platform,0.07,0.0,0.0,0.01,0.07,61.0,E,0
Phoenix Wright: Ace Attorney,DS,2005,Adventure,0.44,0.05,0.39,0.05,0.92,81.0,T,0
Still Life,XB,2005,Adventure,0.05,0.02,0.0,0.0,0.07,70.0,M,0
Romancing SaGa,PS2,2005,Role-Playing,0.06,0.04,0.47,0.01,0.58,58.0,E10+,0
Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,0.06,0.0,0.0,0.01,0.07,61.0,T,0
Midway Arcade Treasures 3,XB,2005,Misc,0.06,0.02,0.0,0.0,0.08,68.0,E,0
Brothers In Arms: Road to Hill 30,XB,2005,Shooter,0.49,0.14,0.0,0.02,0.66,88.0,M,0
Radiata Stories,PS2,2005,Role-Playing,0.18,0.14,0.29,0.05,0.65,74.0,T,0
